Fail,avgErr,avgMaxErr,less5cmErrTime,less10cmErrTime,less15cmErrTime,less20cmErrTime
False,2.7707976749352,4.869298151805376,2.02,1.68,1.48,1.24
False,76.98480301083981,176.82795025214963,2.98,2.2800000000000002,1.5,1.24
True,18.65325891962042,49.030359323635544,-1.0,4.54,2.94,1.72
True,42.705713948531226,103.98644986727618,3.2,2.7,1.54,1.16
True,24.158388473774384,62.81292962489523,4.04,2.24,1.84,1.54
False,69.21408147193694,153.75337539535752,-1.0,-1.0,3.7800000000000002,1.36
False,11.402235440985946,24.05245585281303,-1.0,-1.0,4.0200000000000005,1.62
False,28.527314490415062,71.99851909089104,-1.0,3.98,2.82,2.58
True,16.25451079136184,42.77805307762616,-1.0,-1.0,-1.0,2.0
False,43.11859127850216,105.70944506996013,3.04,2.46,1.4000000000000001,1.18
False,32.01842213239111,75.95245186774794,2.2600000000000002,1.6600000000000001,1.1,0.92
False,2.5102395221377147,5.103945691971404,1.62,1.1,0.92,0.84
True,19.062364040951813,49.51117989131264,-1.0,4.54,4.32,1.6400000000000001
False,54.91526184918184,134.86025500248942,2.64,2.22,1.86,1.52
True,24.261753411117027,62.73321148619521,2.5,1.9000000000000001,1.44,1.04
True,43.656681539246684,106.07604618502725,3.1,2.44,1.68,1.16
False,18.457404829351734,27.89173422659573,2.74,1.52,1.24,1.12
False,17.071642824447938,25.660278115290925,1.32,1.24,1.06,0.92
False,3.6877742583255326,6.618515187922324,2.46,1.84,1.46,1.2
False,8.390922823201679,14.804414162960182,2.64,1.28,1.2,1.1400000000000001
False,3.604519454753529,6.286583158149924,-1.0,1.72,1.68,1.6400000000000001
False,3.220518373998181,6.062477116362937,2.66,1.0,0.96,0.92
False,4.2547910395042505,7.534073858035682,1.76,1.48,1.18,1.1
