0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.551271546282771752e-01,-5.810219221043871896e-02,1.084374943689769166e+00,-9.869307783119786182e-01,5.857029329621428193e-01,8.416210524044087649e-02,5.404164495696607284e-01,-3.963325631465893562e+00,7.857274150602265861e-01,3.922069916411839774e+00,1.248271826529980810e+00,5.789472414624247110e-01
7.537690370156256980e-01,4.492485591090218389e-01,1.084515312888930438e+00,-6.544013031086637344e-01,5.857879797740965788e-01,-1.166131367037936961e-02,6.086113781997454231e-01,-3.953427903772346319e+00,8.633438652228450083e-01,3.905718547256328055e+00,1.248083295771583279e+00,-2.585707720029835066e-01
7.530478404278460047e-01,8.404549407568714381e-01,1.084687295292910747e+00,-3.640268510697864945e-01,5.858997915679784452e-01,-1.595844538891597608e-01,7.365104302788300084e-01,-3.931609388798751770e+00,9.439170787940512897e-01,3.887032357514007774e+00,1.247872539512949519e+00,-8.318653977038621417e-01
7.528699186708736057e-01,1.146742512907613643e+00,1.084899322269485156e+00,-1.297632420827232735e-01,5.860542409957165688e-01,-3.053583539664046498e-01,8.125562455898363012e-01,-3.916599589918906776e+00,1.028086872195087986e+00,3.865622509146505070e+00,1.247629790894119850e+00,-1.235482752402888407e+00
7.529636741953409373e-01,1.386567904437687515e+00,1.085161601222065508e+00,5.328656459860758865e-02,5.862511449300203958e-01,-4.308148938806184436e-01,8.915439347797680103e-01,-3.899378080201688856e+00,1.116397110207032473e+00,3.841049009362076827e+00,1.247342845395758459e+00,-1.526622482480809007e+00
7.904475181665870931e-01,1.572991209121950229e+00,1.085488864248510543e+00,1.944807787647586661e-01,5.865062719603144625e-01,-5.325240467219902740e-01,8.500267331153175121e-01,-3.908638452580297074e+00,1.209644222579173034e+00,3.812710434163710360e+00,1.412480848090132080e+00,-1.738942244920426816e+00
7.901367210398544394e-01,1.716185485938474864e+00,1.004235407860899709e+00,3.028074406696741327e-01,5.874665888467186514e-01,-6.122367152703467319e-01,9.984160091391931502e-01,-3.596684541622307663e+00,1.308400947593366892e+00,3.779958592410343154e+00,1.411260523240180254e+00,-1.899107699325258247e+00
7.897402726329356693e-01,1.824327496341566768e+00,1.007030539066168018e+00,3.856660474744697531e-01,5.880949146962601848e-01,-6.740608328147978945e-01,9.979944749918023827e-01,-3.314426290460069424e+00,1.413824517990496688e+00,3.741804408614771482e+00,1.408452941738105757e+00,-1.967396282440383004e+00
7.892257655776591108e-01,1.903940749752568884e+00,1.013382454447931735e+00,4.486719780260244317e-01,5.889337156613755342e-01,-7.129032254502665200e-01,9.973933795569976946e-01,-3.090453905320662997e+00,1.415342815360882689e+00,3.427068547648806529e+00,1.402089966854093372e+00,-1.976324144656470327e+00
7.885441392379340941e-01,1.915223755961768415e+00,1.030538637474406771e+00,4.975047795148468399e-01,5.900893185149909126e-01,-7.298372415690261850e-01,9.964985104906063373e-01,-2.905206139224046247e+00,1.415314448397657632e+00,3.173816159998978925e+00,1.384921425328536237e+00,-1.951501314682521748e+00
