Fail,avgErr,avgMaxErr,less5cmErrTime,less10cmErrTime,less15cmErrTime,less20cmErrTime,details
False,6.8042303934290915,11.64200942731057,1.82,0.92,0.78,0.74, A0: 1.1566246777888538 P0: 0.05683511286126392 S0: 5.168554108563326 A1: 3.0445955080005036 P1: 0.05734389023256548 S1: 2.7938450303541256 A2: 3.339750261296258 P2: 0.05612773383013049 S2: 2.7547022171171855 A3: 9.315426254105189 P3: 0.03267603936010949 S3: 1.817887232232549 A4: 8.416594981605957 P4: 0.0462888701100488 S4: 4.065454754848675 A5: 8.07858786313391 P5: 0.05805648261607041 S5: 0.3112862111953735
False,9.34564354279111,15.561395884745645,1.8800000000000001,1.6400000000000001,0.78,0.74, A0: 9.214565062440672 P0: 0.04164795080274358 S0: 0.09416378389659998 A1: 12.209521632823447 P1: 0.03953759272068101 S1: 2.109873807675352 A2: 7.1741786876988005 P2: 0.044154260585022705 S2: 3.539095151220796 A3: 6.610630172109877 P3: 0.03315118299701908 S3: 4.1888488348700355 A4: 8.863540642287939 P4: 0.04619524015986655 S4: 5.036328178054483 A5: 10.635738524568469 P5: 0.04653183360454356 S5: 4.638168114753012
False,7.311742445456824,12.585976401525148,3.18,2.2600000000000002,0.84,0.8200000000000001, A0: 10.857359179550858 P0: 0.0565657443969155 S0: 2.963745396549674 A1: 0.6141603506613454 P1: 0.04170011534142874 S1: 4.6005326817345535 A2: 12.784721555075597 P2: 0.05764724622060241 S2: 4.297956219885199 A3: 0.10431089149684514 P3: 0.03172868162824052 S3: 2.9141182913160457 A4: 1.4993531872134884 P4: 0.035831517124099745 S4: 5.606308677328466 A5: 6.171389747528469 P5: 0.04515131025216117 S5: 5.989479404238412
False,7.314955670609516,12.452982526565815,2.92,0.92,0.84,0.78, A0: 4.771976102106886 P0: 0.043294018080702525 S0: 0.759443576187919 A1: 7.10262512568549 P1: 0.049255773449481906 S1: 5.1496000721480994 A2: 2.687839417786364 P2: 0.051828644341947165 S2: 3.6850788312628557 A3: 10.56317196605481 P3: 0.04896272812894014 S3: 3.4799915637348433 A4: 10.028392562026061 P4: 0.04358680115130341 S4: 0.9499970398508584 A5: 2.1058981735173337 P5: 0.05917052321469469 S5: 0.5442745600423722
False,7.289262757320585,12.418679005140744,3.8000000000000003,1.08,0.92,0.8, A0: 12.999176983642462 P0: 0.04137555432881104 S0: 2.6959441257298207 A1: 5.409036052110124 P1: 0.053765333521892174 S1: 6.0017973277516665 A2: 1.5075799743786813 P2: 0.051641447270298735 S2: 4.950365117328678 A3: 5.941674671359557 P3: 0.04951513575275273 S3: 3.0475679879517776 A4: 10.352870353027505 P4: 0.05659272847132324 S4: 6.228380795829491 A5: 2.7815008647583923 P5: 0.04336448123268319 S5: 5.430090602013678
False,7.506478021453471,12.598344142382997,0.96,0.84,0.78,0.78, A0: 0.9137627396336854 P0: 0.04680268318161646 S0: 3.288763261744725 A1: 2.988511434866937 P1: 0.04971966868860465 S1: 3.82226133090426 A2: 4.36426760514525 P2: 0.04507055582149471 S2: 2.6638277205487424 A3: 11.044367795226323 P3: 0.04326208097677117 S3: 3.059926174753017 A4: 9.979193402440323 P4: 0.04185374050559562 S4: 6.229374499574154 A5: 10.52445043386931 P5: 0.045330357425258115 S5: 1.8037368569972114
False,6.514562781157596,11.114596254715805,0.78,0.78,0.74,0.7000000000000001, A0: 2.6654006312891103 P0: 0.05856646680524147 S0: 6.106071614895494 A1: 0.2946112035618371 P1: 0.05182520566617093 S1: 2.8910528568230567 A2: 0.5304311220630525 P2: 0.05295905586181233 S2: 2.3018280962863926 A3: 7.14801136283945 P3: 0.043536111496334615 S3: 3.1270786904497916 A4: 6.504278068830303 P4: 0.05618241893139438 S4: 3.964475563164743 A5: 7.887640339542225 P5: 0.051874403349029985 S5: 6.11434868726833
False,8.00757407280516,13.5648001149385,3.72,1.08,0.9,0.8, A0: 3.1423439198626477 P0: 0.04633314473998156 S0: 5.11984275628446 A1: 7.48083296245781 P1: 0.03707255354648365 S1: 4.199413343021081 A2: 1.611663692923384 P2: 0.05846359552352159 S2: 3.705226016712269 A3: 12.692349572504694 P3: 0.04237404388885771 S3: 3.00536492062759 A4: 12.877557597264877 P4: 0.049187658355064126 S4: 1.1697189073803207 A5: 6.620594757680527 P5: 0.05236667096678637 S5: 0.17762276420694265
False,7.6041961177241015,13.26244693355417,4.0,1.3,1.1,0.98, A0: 3.8772315374821056 P0: 0.038009342737001385 S0: 1.8977912043325311 A1: 2.0744766475408323 P1: 0.0501607907000403 S1: 3.7344175928246215 A2: 12.954700571464269 P2: 0.034392436604690796 S2: 2.6046869863048316 A3: 0.9981773193276733 P3: 0.04292626063542418 S3: 3.4213544322703036 A4: 6.731166251046253 P4: 0.031297542425819794 S4: 4.994870701456651 A5: 7.84887574443853 P5: 0.05866924516447229 S5: 2.0527908455076593
False,6.5602204521010234,11.371592119516531,2.24,1.6600000000000001,1.12,0.88, A0: 10.477731847506764 P0: 0.032102527877275015 S0: 2.469694427617362 A1: 0.08191601162482665 P1: 0.05712427930497286 S1: 2.473389583230932 A2: 4.203537136279911 P2: 0.055869062750125514 S2: 3.3647554279972067 A3: 8.823006154752063 P3: 0.04513533428339826 S3: 2.704591244159359 A4: 2.527883114016439 P4: 0.05234179825550502 S4: 0.6079095932134118 A5: 1.5586327428135611 P5: 0.04510908423474282 S5: 5.674180104528229
False,7.427284464728387,12.702819062609807,1.76,1.6400000000000001,1.12,1.02, A0: 10.945569155917747 P0: 0.058038612826132464 S0: 3.3618318986962556 A1: 0.9837255387673197 P1: 0.059409396307771 S1: 6.257047107213864 A2: 11.849504054908222 P2: 0.030578350214523237 S2: 0.5877428323588592 A3: 3.09865391652028 P3: 0.04839250866208109 S3: 0.3275148688929964 A4: 1.0516307844799198 P4: 0.04018881467602678 S4: 5.834740584442122 A5: 8.604248555575461 P5: 0.04204354133435842 S5: 5.511563994023702
False,8.00355108993546,13.880899890331136,4.08,1.16,1.08,1.04, A0: 7.876933340888609 P0: 0.042147724959235404 S0: 4.944194515484394 A1: 5.8222465961964 P1: 0.037987041371141554 S1: 2.1200507203522445 A2: 7.934351443448195 P2: 0.03585546999141757 S2: 0.38349746117761324 A3: 9.508385385051694 P3: 0.032313768607063996 S3: 2.708820347235828 A4: 4.336072046136086 P4: 0.039719573345801895 S4: 5.837234292717553 A5: 12.42343943226436 P5: 0.047642271321585675 S5: 4.547844733109406
False,7.734450295260035,13.958115509798928,2.74,1.04,1.04,1.0, A0: 2.554427631190383 P0: 0.049820727866805053 S0: 4.832953609212559 A1: 7.855912333987715 P1: 0.05316717197364829 S1: 5.392052131288881 A2: 2.644296434351067 P2: 0.033635092838132444 S2: 3.3916484304634373 A3: 11.579407595527982 P3: 0.033109999501631696 S3: 2.00155823409808 A4: 8.062691975953491 P4: 0.059963002175570754 S4: 4.074185868682252 A5: 9.06595043439845 P5: 0.04215020694041002 S5: 0.31557389577059997
False,7.670058293671597,12.918829657512013,3.16,1.08,0.9400000000000001,0.8200000000000001, A0: 5.639438082724251 P0: 0.03457707763040103 S0: 2.1469109282453993 A1: 3.4228282046098353 P1: 0.0446352764223935 S1: 1.4557468844479986 A2: 6.422617020711351 P2: 0.0551819149955199 S2: 2.6669569513861586 A3: 7.293013217531078 P3: 0.03396520010495368 S3: 5.349332301154339 A4: 12.407445874025465 P4: 0.041620962317725316 S4: 5.679973341617743 A5: 11.868201288428969 P5: 0.03544684009276017 S5: 6.200572043685328
False,7.163972339309682,12.323960326143748,2.14,1.84,1.74,1.06, A0: 10.56316474692806 P0: 0.03907068787360853 S0: 4.041528017082257 A1: 7.7678258225999866 P1: 0.052540723393116565 S1: 3.620636803639134 A2: 2.9584556529129875 P2: 0.048894515548322845 S2: 0.5986654978269466 A3: 7.605421602942492 P3: 0.054358811284811036 S3: 4.422213900044342 A4: 5.643807175525557 P4: 0.04006006584332987 S4: 5.835210032957904 A5: 12.595742464301061 P5: 0.04278747931681298 S5: 0.238162816703104
False,7.690972621101454,12.827732622351732,1.8,1.3800000000000001,0.76,0.68, A0: 10.089076633417266 P0: 0.0532876767662836 S0: 2.228900885543104 A1: 4.808283668896214 P1: 0.04310250637241234 S1: 0.5494056345247876 A2: 12.321023629371904 P2: 0.03017684262197425 S2: 5.956015078184839 A3: 8.637679646473586 P3: 0.05934315858552022 S3: 1.5372822268022104 A4: 8.783746952748496 P4: 0.03566828530080297 S4: 1.0615890424245324 A5: 11.954264659047388 P5: 0.037594262635206974 S5: 2.285098625230535
False,7.542198092499617,13.39544563433067,3.34,2.5,0.98,0.9400000000000001, A0: 4.672921185911346 P0: 0.031940525579359655 S0: 0.041551651196759326 A1: 9.469417715964815 P1: 0.03325406726359864 S1: 2.4785666910053084 A2: 1.7374789352274622 P2: 0.059989785049174134 S2: 3.10597999800039 A3: 2.4331166688240633 P3: 0.03745891131275682 S3: 5.446112950460025 A4: 7.634853616163892 P4: 0.05083410569233523 S4: 4.9953984805082925 A5: 5.049819127723196 P5: 0.05152257745623222 S5: 4.452865458022131
False,6.470224640590636,11.202362175538187,2.74,1.82,0.9400000000000001,0.9400000000000001, A0: 1.3889390177316465 P0: 0.05675252569288061 S0: 3.077610194910419 A1: 6.407195452639193 P1: 0.04524214506894062 S1: 2.8384919355033245 A2: 5.344615572706816 P2: 0.045111755214553934 S2: 4.576180309893491 A3: 4.221424027736779 P3: 0.03848324863620889 S3: 1.826614697278512 A4: 5.226556377654219 P4: 0.05078589512499395 S4: 3.855570893041174 A5: 1.7352694026660034 P5: 0.03878713701505109 S5: 0.7267678438796776
False,6.10310246517868,10.534998130826208,1.6400000000000001,1.08,1.0,0.9, A0: 9.054548406765234 P0: 0.0300170775696177 S0: 0.31233782275989774 A1: 2.2208578785644706 P1: 0.05619628594400976 S1: 6.055261176004818 A2: 5.126317829720833 P2: 0.030374379998687515 S2: 1.7488278711000822 A3: 1.4238841342970716 P3: 0.04728564143034531 S3: 5.529569989747014 A4: 4.172936824494683 P4: 0.053732685994038604 S4: 5.841692946270968 A5: 1.8207484835838117 P5: 0.0569520860283044 S5: 4.523664168482206
False,8.346925763740229,14.35381676379778,1.94,0.86,0.8200000000000001,0.78, A0: 10.050474961410309 P0: 0.032295365433684844 S0: 1.6615767848801606 A1: 10.428617303936324 P1: 0.04157473077175692 S1: 4.240152007057356 A2: 12.234194676166036 P2: 0.04845574175986818 S2: 0.754772802047992 A3: 8.611045298905003 P3: 0.045657722371033514 S3: 0.7666134650380112 A4: 8.557911454977408 P4: 0.04729503051281932 S4: 0.8321790586826521 A5: 1.4243624388599123 P5: 0.047371525556137994 S5: 1.992365999227031
False,7.933831713584535,13.40418859244038,3.6,1.04,0.9,0.78, A0: 7.663194297624481 P0: 0.03519079195843807 S0: 4.123749070224321 A1: 0.9163751646688969 P1: 0.054359779344014925 S1: 1.982290536126759 A2: 11.890887091274841 P2: 0.04985944422503456 S2: 6.117671797311022 A3: 3.056227759983653 P3: 0.04583201822328901 S3: 0.04234808686118209 A4: 2.593855710892555 P4: 0.03420980356216217 S4: 3.2354049230547575 A5: 11.272511813180538 P5: 0.03896241934160181 S5: 2.2258294622144157
False,7.634539742903623,12.957083789980086,2.44,1.06,1.02,0.9400000000000001, A0: 2.754558230851645 P0: 0.05997680064300315 S0: 5.506327247102253 A1: 9.747783607384239 P1: 0.05690169823585413 S1: 5.803104612976191 A2: 9.935538340692052 P2: 0.03854579802177433 S2: 1.1090337101070253 A3: 5.806682982638049 P3: 0.04337095886302604 S3: 5.530701573817601 A4: 6.655932370827918 P4: 0.04100582803787679 S4: 4.160067345915167 A5: 6.273383383266006 P5: 0.053911603734787206 S5: 5.046505628329541
False,7.225377325012427,12.549188442457691,1.3,1.12,0.9400000000000001,0.8, A0: 11.967091951317558 P0: 0.03769073756129514 S0: 1.4192782505135255 A1: 2.199716673733624 P1: 0.033083131522149624 S1: 4.624638879802949 A2: 3.0534538793380603 P2: 0.05726230351878939 S2: 5.850421005690031 A3: 6.025849688213144 P3: 0.04562401060322411 S3: 1.5485740881346042 A4: 11.396282507265266 P4: 0.04012078476347854 S4: 3.957155620901475 A5: 6.105775158490529 P5: 0.039709419939374324 S5: 2.239603488645633
False,6.183876093127472,10.694446877067936,1.26,1.02,0.86,0.8, A0: 0.4051997508167966 P0: 0.0344819948351049 S0: 5.374736637788678 A1: 4.339614068012059 P1: 0.036712827200228546 S1: 1.1417614541065495 A2: 1.9547662723109396 P2: 0.03560226279013078 S2: 2.100214053018208 A3: 4.260386096489843 P3: 0.032131084980978615 S3: 5.072227696239731 A4: 8.630572131753341 P4: 0.05787447637556737 S4: 3.5282491811437535 A5: 2.160232203923079 P5: 0.04632030972869218 S5: 2.8281742616604353
False,8.956882204750162,15.066647809590227,2.74,0.96,0.9,0.8200000000000001, A0: 12.481013205870605 P0: 0.041504015419170606 S0: 1.785219826597199 A1: 12.640283774496314 P1: 0.042692701802296465 S1: 1.2704541097980209 A2: 0.7554574925918277 P2: 0.0378644431506814 S2: 2.7055805093209666 A3: 8.13947226599027 P3: 0.0532623218945457 S3: 3.4278538427757947 A4: 5.462079283104267 P4: 0.0453565689471941 S4: 0.5719982187539072 A5: 8.364280834176355 P5: 0.059135815561947316 S5: 4.417659017240604
False,7.2327390920945,12.280349197478898,4.5200000000000005,1.0,0.8200000000000001,0.76, A0: 10.876520391773665 P0: 0.04162961972196791 S0: 3.0796991567539536 A1: 10.100747560219588 P1: 0.04458857950084333 S1: 0.3918948759312181 A2: 3.15836250567851 P2: 0.03626130545046185 S2: 0.7070302808781261 A3: 0.07278176996262675 P3: 0.05681999723151111 S3: 5.904216120196967 A4: 6.333183789652713 P4: 0.05567708889565435 S4: 3.775064567954924 A5: 0.1166538777125935 P5: 0.046258668337268855 S5: 1.7012028494421403
False,7.529497384842285,12.773891397506498,4.58,1.1,1.04,0.96, A0: 1.320801252379738 P0: 0.05325776379809877 S0: 5.241729009125111 A1: 6.521862158623968 P1: 0.056403672143317186 S1: 1.0802336764008815 A2: 4.3478001249085425 P2: 0.03978934802847145 S2: 2.40576921513535 A3: 9.426711375565244 P3: 0.03474322265835047 S3: 4.367860477769895 A4: 6.640917313043695 P4: 0.030555798649558843 S4: 4.657089801400221 A5: 5.9998008597719386 P5: 0.03489354050659295 S5: 4.463845029240097
False,8.071531481480376,14.019227336266438,1.6,1.02,0.9,0.86, A0: 6.102638736373826 P0: 0.05443764389505349 S0: 1.186352290568887 A1: 11.427531121000694 P1: 0.036437645084361134 S1: 5.631919188688418 A2: 10.583431257557057 P2: 0.0455034756563643 S2: 6.073268514099389 A3: 10.257434255620579 P3: 0.03415433653257268 S3: 1.8428877360169533 A4: 3.0592015776121997 P4: 0.03212085291503188 S4: 5.989753569448344 A5: 11.383501757401792 P5: 0.044866499226998084 S5: 1.9188740326284879
False,6.610693368405575,11.528256087428083,2.82,1.02,0.88,0.84, A0: 8.529562536800231 P0: 0.04009697692556056 S0: 1.5542365468435915 A1: 3.012067155315395 P1: 0.042040282607610786 S1: 5.180515577860601 A2: 9.11340055017564 P2: 0.03897515757006251 S2: 4.443741527699236 A3: 8.077249574787148 P3: 0.030807166094009616 S3: 4.872700652556351 A4: 0.9753758781049358 P4: 0.04049685734842235 S4: 3.393227400008733 A5: 11.379725377492813 P5: 0.03652678785149862 S5: 4.1824064886108685
False,6.925713826835829,11.888740777133865,1.1400000000000001,0.9400000000000001,0.84,0.8200000000000001, A0: 11.10593533919993 P0: 0.04094970911384712 S0: 0.2075770116514762 A1: 1.6526415308226958 P1: 0.055623133352932945 S1: 3.3640682416888015 A2: 6.864124397543879 P2: 0.058268421913864984 S2: 0.9782691970807351 A3: 3.242197116795956 P3: 0.05634095223658156 S3: 1.5276170475439823 A4: 2.8024375813305413 P4: 0.04559764520531834 S4: 4.5452377967187685 A5: 3.6566216139434475 P5: 0.03918780818747146 S5: 3.3634801280493507
False,8.992624817555226,15.335964392848423,2.52,0.9,0.86,0.8200000000000001, A0: 11.289706683807676 P0: 0.03887368377977919 S0: 1.2784951988703712 A1: 9.897011703492321 P1: 0.04596873151325625 S1: 2.6900894264685196 A2: 11.431732216107163 P2: 0.05673466776091797 S2: 5.893856690191833 A3: 7.483248388584328 P3: 0.05583445391495195 S3: 5.887326646965496 A4: 10.51239668245746 P4: 0.03123742960225464 S4: 4.967774854570439 A5: 10.701603601064999 P5: 0.05152685948556714 S5: 6.133094736004704
False,8.110708725011197,14.065137691637664,5.94,1.16,1.08,0.9400000000000001, A0: 0.05997017759977863 P0: 0.04835460666519715 S0: 3.6447314658263363 A1: 11.932457415394861 P1: 0.033644743511403875 S1: 3.054588044287836 A2: 6.092712474133334 P2: 0.05429114617807527 S2: 6.079769437711533 A3: 6.931322642813003 P3: 0.05742011826108706 S3: 2.915837353602339 A4: 11.667979816151629 P4: 0.058853093205049375 S4: 2.6838421232625786 A5: 5.9099885816148765 P5: 0.03977186763398774 S5: 1.8385243487147933
False,7.618120717144512,13.26596193873831,1.1,1.04,0.98,0.9, A0: 7.850451369727976 P0: 0.05130957714531981 S0: 4.756276802918409 A1: 10.836064478336626 P1: 0.035370318217552224 S1: 3.872439748733751 A2: 9.292384089656995 P2: 0.03288222784922966 S2: 5.100439537135434 A3: 3.903886011287142 P3: 0.049777307545569534 S3: 1.2491191524742118 A4: 8.543090244387848 P4: 0.058185527827948995 S4: 1.8727166177479126 A5: 0.3829343255853106 P5: 0.05640289347090146 S5: 1.9451454958879306
False,6.372982568165866,10.978706273809138,1.3800000000000001,0.9,0.74,0.72, A0: 4.411551889366498 P0: 0.04316352827641602 S0: 4.53872352906873 A1: 10.606264883017925 P1: 0.03715056541166796 S1: 5.000076840837557 A2: 4.038908245844898 P2: 0.05406745293285696 S2: 3.3769481653754236 A3: 2.8483037307471233 P3: 0.040512378669561575 S3: 4.03577786402994 A4: 3.877658511194294 P4: 0.03442580866251644 S4: 2.1497587354232435 A5: 2.580750099486644 P5: 0.036775880505648076 S5: 4.056028520450245
False,7.599178287302548,12.894538451422749,2.46,2.02,1.28,0.78, A0: 5.274727630742236 P0: 0.05412216987344663 S0: 4.538410321400028 A1: 5.562343924196648 P1: 0.05062174132955318 S1: 1.909729733772276 A2: 7.424578464449359 P2: 0.03125134290449022 S2: 4.0612623843360005 A3: 9.586673770096045 P3: 0.05915657798731563 S3: 2.7885700717918893 A4: 7.825293163800688 P4: 0.0406217249342525 S4: 4.393602962488569 A5: 2.426155045669301 P5: 0.04036219001599557 S5: 5.629497285796651
False,8.719210437571965,14.68727622469154,1.42,1.36,1.32,0.84, A0: 1.279422378835116 P0: 0.054982506501934224 S0: 4.858073715822657 A1: 4.296062299078972 P1: 0.049273773185001986 S1: 3.25743032461975 A2: 7.341117989812113 P2: 0.04475928576639337 S2: 5.114302453067358 A3: 8.772998921502513 P3: 0.04032216224459771 S3: 5.628862786351931 A4: 11.200971126565237 P4: 0.05210444217193171 S4: 2.797614975972656 A5: 11.657187964013042 P5: 0.04040925655699764 S5: 5.386803910469884
False,5.575443055121024,9.80542603124104,1.1400000000000001,1.02,0.88,0.8, A0: 1.9225369244913155 P0: 0.04859577265581277 S0: 1.9552176076847891 A1: 2.7549867147524894 P1: 0.03509905789888991 S1: 4.721879466531355 A2: 3.2299209608453583 P2: 0.04775738861238053 S2: 1.1565910525537058 A3: 9.0666183879849 P3: 0.046440486226284924 S3: 4.027762275738877 A4: 2.6522772685247307 P4: 0.05018014547012588 S4: 5.111395732569382 A5: 4.133542157313672 P5: 0.04659342982638264 S5: 0.6756533442003329
False,7.884518072096171,13.441713699760337,3.74,1.1,1.06,1.04, A0: 7.529881447999586 P0: 0.045261611752508306 S0: 1.0601952739491345 A1: 8.38046350103941 P1: 0.05063244526029936 S1: 3.726803384574983 A2: 11.881539799582848 P2: 0.0423910798453894 S2: 2.387544079541193 A3: 9.51745671927943 P3: 0.033065470780473546 S3: 3.917761118539206 A4: 5.523154642930437 P4: 0.045161211731669135 S4: 3.9005913043443 A5: 10.04809893170888 P5: 0.03775354367264364 S5: 3.3767357603344337
False,6.43217222635319,10.768872040082737,1.48,1.24,1.12,1.0, A0: 5.932977540130283 P0: 0.03153293910335138 S0: 4.9917129785411065 A1: 2.268515455350914 P1: 0.0582996739975994 S1: 4.633722901294755 A2: 3.589279270572367 P2: 0.044234109433003155 S2: 5.790864789349794 A3: 3.624255955348988 P3: 0.04704340122813902 S3: 5.160854229602899 A4: 9.150671690844717 P4: 0.05710782341262636 S4: 2.376365469030694 A5: 1.0807687715551295 P5: 0.05115884296480487 S5: 3.59908537876235
False,7.609330086972511,12.9601595457209,2.06,0.84,0.76,0.76, A0: 12.790121138211132 P0: 0.04671104674771201 S0: 6.271244385445038 A1: 3.539459581078738 P1: 0.03332462387787751 S1: 4.498308892929097 A2: 8.058262492177883 P2: 0.05170690791997004 S2: 5.426272526660364 A3: 3.154543981551745 P3: 0.05113386851787015 S3: 1.7036733968468531 A4: 9.734178756405719 P4: 0.0455852336632376 S4: 2.1024870770002613 A5: 2.6238465168615805 P5: 0.036429681218604903 S5: 4.613981511829262
False,8.128471104724598,13.671450926337538,2.88,2.5,1.16,1.06, A0: 10.814648496284638 P0: 0.058043736720919024 S0: 2.74920992198292 A1: 9.235859485084521 P1: 0.0323039865381934 S1: 2.209807554000877 A2: 5.949454617885941 P2: 0.053733091838887394 S2: 3.0372881208075357 A3: 4.0152669219381565 P3: 0.04673000352055644 S3: 5.078562569027884 A4: 2.5788595103106675 P4: 0.04079907879986514 S4: 0.794569670235738 A5: 8.518391790925346 P5: 0.03760317732366992 S5: 4.840674886405046
False,7.057110686289326,11.801973002448918,2.22,1.02,0.9,0.8, A0: 8.951866900940084 P0: 0.042197428815273594 S0: 4.7247664847930215 A1: 7.580455196137418 P1: 0.04058608165329067 S1: 3.605510688471458 A2: 8.306986115996649 P2: 0.032253121363303404 S2: 3.1527870670673646 A3: 8.469329560028886 P3: 0.054543259059751104 S3: 1.0748983669250973 A4: 5.552897232093079 P4: 0.051736089028145436 S4: 5.631971232426436 A5: 5.221269680286506 P5: 0.04110645122339478 S5: 3.7095884544153477
False,7.201929488618627,12.285245288761182,2.12,1.68,0.84,0.8, A0: 8.489912763062765 P0: 0.036468972229078786 S0: 4.9044466965239275 A1: 7.151415686921441 P1: 0.034098947058755345 S1: 2.550198632018888 A2: 5.435456260804945 P2: 0.03687222862639702 S2: 5.692731043789209 A3: 5.343277615668833 P3: 0.05375162230213435 S3: 5.585453415216418 A4: 4.544127833185239 P4: 0.0484913619321648 S4: 5.595236089704883 A5: 2.853902668168709 P5: 0.051912738484239586 S5: 2.3088797640258645
False,7.567312374641009,12.845340976260914,2.48,1.52,1.12,1.0, A0: 1.0035680250747072 P0: 0.05555538877726441 S0: 3.744949496122817 A1: 8.037442246214104 P1: 0.059582314574343924 S1: 5.9640103657777335 A2: 12.17586779719182 P2: 0.04571997381866844 S2: 2.359180324395522 A3: 2.0514467227828215 P3: 0.0530090661266964 S3: 3.248112917214993 A4: 8.235300089734254 P4: 0.059080868263604154 S4: 2.662560138561452 A5: 6.090894392461017 P5: 0.03169886790598423 S5: 5.847729496645423
False,8.342889632025761,13.811490750281521,3.2,0.98,0.86,0.78, A0: 6.7259563037090535 P0: 0.039470938931943006 S0: 0.28833124735855115 A1: 10.505898128189136 P1: 0.04914515765547502 S1: 4.032580588437292 A2: 0.35564726196346286 P2: 0.03630738296675876 S2: 1.0754134233442054 A3: 0.25467866543858686 P3: 0.049532153163486116 S3: 2.764946668240977 A4: 9.14192442306131 P4: 0.03743471867043935 S4: 2.710016716333032 A5: 7.209219750585284 P5: 0.048883626230558544 S5: 4.474420962842731
False,7.130868976737949,12.373584879687805,2.06,0.86,0.84,0.8, A0: 0.7812286259127356 P0: 0.05176621349506483 S0: 2.154677830276432 A1: 7.812960921186236 P1: 0.040854948998425136 S1: 5.028801110382965 A2: 4.845755526369967 P2: 0.04904659035200921 S2: 1.3778122687899967 A3: 5.878468459160904 P3: 0.03123003750006694 S3: 3.3326781855148164 A4: 10.731089026029256 P4: 0.037289656345533155 S4: 0.06192685499822042 A5: 8.096637841346547 P5: 0.03769930198449233 S5: 3.9618523733591062
False,7.381885474889932,13.08060447316044,2.86,1.26,0.98,0.96, A0: 8.313136089794781 P0: 0.03700936449729182 S0: 3.629245909595108 A1: 6.435746957721612 P1: 0.05648804323044242 S1: 4.866759199507074 A2: 8.508712648053802 P2: 0.034054343170519925 S2: 5.374699865670051 A3: 8.52733233243924 P3: 0.039861582420474766 S3: 4.910406361092601 A4: 3.289750795831438 P4: 0.050041605367904314 S4: 2.848400879742212 A5: 9.323949363612714 P5: 0.05088934362682629 S5: 3.854342267996041
False,8.306660139061377,14.177283053704313,2.22,0.9400000000000001,0.9,0.88, A0: 4.877352233841842 P0: 0.03895645204978143 S0: 5.5131096983865975 A1: 4.001844773306336 P1: 0.0570980628759267 S1: 3.3358730839570634 A2: 10.777455187542444 P2: 0.054945819897255804 S2: 5.373210120992239 A3: 8.488189976921849 P3: 0.05156407813977244 S3: 1.9274397673803743 A4: 6.173437687967834 P4: 0.03072819920562931 S4: 3.300299015778972 A5: 11.230139731302076 P5: 0.05253940646319305 S5: 2.3505861541106423
False,7.884952199476465,13.411840761036267,1.96,0.86,0.8,0.78, A0: 3.8072080243846553 P0: 0.04575223318357771 S0: 2.384149923104889 A1: 11.473085391068311 P1: 0.05218346065783103 S1: 2.9354923259004826 A2: 12.847700014414173 P2: 0.042278016978793444 S2: 4.687129940023952 A3: 1.4746474901319873 P3: 0.047287687829113835 S3: 0.6251968477335486 A4: 4.1866533530611525 P4: 0.03785136551444356 S4: 5.506279685937447 A5: 6.54618280230432 P5: 0.032631874340850846 S5: 1.1570432958802999
False,7.5702276368353285,13.289476365435801,2.58,0.92,0.86,0.8200000000000001, A0: 6.431741495892388 P0: 0.05638435699085382 S0: 1.411144959875536 A1: 8.093889882778596 P1: 0.034770311425022134 S1: 3.6810604920112246 A2: 11.429937943059887 P2: 0.038580527480364134 S2: 3.8866102040889916 A3: 7.2167941200171395 P3: 0.04194589488082415 S3: 6.0440419456288925 A4: 4.691114964608904 P4: 0.05333391407763543 S4: 3.715592070416691 A5: 11.662520312784553 P5: 0.05291085044378103 S5: 1.6871320773529084
False,7.570812236699653,13.269298339154751,3.0,0.86,0.78,0.74, A0: 9.103025319413842 P0: 0.04642812873820887 S0: 1.4465581796037035 A1: 1.7091532208974005 P1: 0.04200678738191087 S1: 4.565274335757485 A2: 8.448913859483946 P2: 0.051515993267825876 S2: 2.0164444049098567 A3: 12.785824705936857 P3: 0.059499366934186934 S3: 0.20563089932120068 A4: 0.8121843013062279 P4: 0.04784991746506038 S4: 5.697349613984563 A5: 12.002494206213967 P5: 0.050186103743771936 S5: 0.29323170741398963
False,7.386623641224095,12.64293828403847,1.32,1.3,1.22,0.86, A0: 4.256372001188926 P0: 0.04939518729878073 S0: 5.763441140835593 A1: 9.64340534909979 P1: 0.05500110902636832 S1: 5.865325673473895 A2: 12.470394698220149 P2: 0.040615099266144726 S2: 1.4965248856990563 A3: 11.70598554397613 P3: 0.04304422242632717 S3: 1.9246269922893964 A4: 5.07572841673548 P4: 0.053418991219098565 S4: 4.971001106587833 A5: 1.2765432755780561 P5: 0.05066965223980617 S5: 5.2914414949229505
False,8.109748835153527,13.704320136705961,2.14,0.8200000000000001,0.74,0.68, A0: 10.200546211101988 P0: 0.042219123342195075 S0: 5.479584587262658 A1: 11.682492227497706 P1: 0.05658429989560953 S1: 5.783187388971095 A2: 4.935693462795948 P2: 0.053518794170783104 S2: 2.0991293917921676 A3: 4.211637468590782 P3: 0.03327768144094356 S3: 1.1097161818789614 A4: 11.820791912129756 P4: 0.03272792659538473 S4: 1.243597043867778 A5: 12.159101446549121 P5: 0.0427515862126914 S5: 2.7459487403357343
