Fail,avgErr,avgMaxErr,less5cmErrTime,less10cmErrTime,less15cmErrTime,less20cmErrTime
False,17.685627055477948,29.148151035714196,20.0,3.94,1.36,1.24
False,17.822517563690916,26.943433719146196,-1.0,2.4,1.56,1.24
False,19.09074674103552,28.87735210642856,-1.0,1.74,1.6,1.34
False,18.108116134754688,27.7093269022593,-1.0,2.2800000000000002,1.84,1.4000000000000001
False,19.06754311272709,29.777321896683628,-1.0,2.36,1.72,1.1400000000000001
False,18.63115553736893,28.370156647698167,3.3200000000000003,2.1,1.28,1.16
False,18.53152481631944,27.546815534085695,2.84,2.24,1.4000000000000001,1.04
False,18.262869098622023,30.207588329973674,-1.0,3.46,1.7,1.48
False,17.93326935939269,26.932463598611914,14.52,2.2600000000000002,1.28,1.0
False,18.43815866257262,30.418659860036957,9.48,9.42,2.18,1.72
False,18.71434541686042,29.32382185322503,19.84,2.86,1.78,1.48
False,17.876868422587407,26.911369609562026,3.3000000000000003,2.42,1.32,1.12
False,17.649422652327445,26.479230534496963,-1.0,1.72,1.18,1.02
False,18.21271379070348,29.546348981126556,-1.0,9.120000000000001,9.06,2.04
False,18.170376818737843,28.450625560386285,9.36,2.7,1.8,1.46
False,18.668225417087307,28.210002957100453,3.4,1.84,1.28,1.1400000000000001
False,18.759196099964843,28.66675289030252,2.7600000000000002,2.5,1.7,1.16
False,17.29380212545877,25.965240398932547,3.3000000000000003,1.84,1.46,1.12
False,18.040848136905904,29.49683436492857,-1.0,9.52,3.06,1.78
False,19.996793723934662,32.876642872183666,-1.0,9.24,1.72,1.42
False,18.893547910222637,28.666517186721794,3.38,2.3000000000000003,1.8800000000000001,1.28
False,18.23258683955818,27.95347855318149,2.86,1.96,1.2,1.08
False,17.93912055446299,28.945175438864933,9.5,1.8800000000000001,1.54,1.32
False,18.60334635422987,30.123316516574793,-1.0,2.98,2.44,1.5
False,18.036112488576393,27.291515344674124,-1.0,2.08,1.32,0.9400000000000001
False,18.17164705211639,28.308801315458993,3.16,2.4,1.7,1.42
False,17.74978958680169,28.079594943606494,9.34,3.3000000000000003,1.78,1.4000000000000001
False,18.257570227515878,28.09052428323141,-1.0,2.64,1.48,1.32
False,17.514032133616936,27.47773168415301,9.38,2.6,1.8,1.26
False,17.465975775046473,27.833322819846806,19.92,1.72,1.6,1.26
False,18.433835224284714,27.660111371054963,14.5,2.22,1.26,1.04
False,17.531043024536096,27.24462099216356,-1.0,2.2800000000000002,1.84,1.3
False,16.381053839638266,25.3366045481079,3.48,2.84,1.7,1.52
False,18.93374884016914,30.84785602004287,-1.0,9.18,3.46,1.8800000000000001
False,17.887978607755443,29.391885331374354,19.92,2.24,1.82,1.3800000000000001
False,17.752315569423775,26.868780295209227,-1.0,2.74,1.94,1.3
False,18.24095223806393,28.21628212980868,-1.0,2.12,1.28,1.1
False,17.7965065814216,28.71303360177602,9.56,3.54,1.62,1.4000000000000001
False,18.49010231982239,27.908651624104284,2.94,2.74,1.94,0.72
False,17.95615817504114,28.727715470463746,-1.0,2.86,1.4000000000000001,1.32
False,18.881414755042737,28.602473056487366,2.88,1.8,1.4000000000000001,1.04
False,17.763536815833316,28.344055249299917,19.76,2.66,2.1,1.5
False,18.44325596066707,28.88576281748938,19.8,3.3000000000000003,0.86,0.8
False,17.54936642568579,26.39228889053941,19.86,2.4,1.6,1.16
False,17.222366561449313,27.066394735025703,-1.0,2.36,1.36,1.02
False,17.502853057920248,28.182404877976992,3.56,2.0,1.46,1.3
False,17.822769756315513,26.75700312128252,2.92,1.68,1.3,1.06
False,18.206209813335644,27.62223915457658,3.22,2.0,1.6400000000000001,1.24
False,19.623130098532943,30.158277635838893,3.38,2.68,1.2,0.92
False,18.072667261336527,29.049429975003665,-1.0,2.94,1.58,1.3800000000000001
False,18.81049912054793,29.51599646232532,-1.0,2.7600000000000002,1.84,1.74
False,17.998983420454064,28.597249387155987,-1.0,9.28,2.5,1.42
False,18.700780921780083,28.274416711419395,14.540000000000001,2.74,1.58,1.44
False,18.088063960512994,28.821870391522015,-1.0,3.56,1.7,1.46
False,17.722445421297063,29.002931979298104,19.76,2.56,1.76,1.5
False,17.987839468489817,26.873349944982365,2.32,1.42,1.04,0.84
False,18.400298996148116,27.805304256618918,19.96,2.34,1.08,1.04
False,18.09646045269071,27.80147570817283,19.88,1.62,1.42,1.24
False,18.98220569135593,28.63339338470189,-1.0,2.5,1.92,1.42
False,18.61986341303686,29.241949993616494,14.58,2.1,1.56,1.1400000000000001
False,17.722737768487473,26.790385940844175,3.34,1.6,1.42,1.24
False,17.423288059403692,27.337718547373758,19.8,3.16,1.54,1.28
False,18.30779711999042,28.14403979737758,14.38,2.9,1.92,0.98
False,17.937503416092003,26.99208907225407,3.58,1.94,1.42,1.08
False,19.40057702431793,30.045516266875897,14.68,2.68,1.8800000000000001,1.36
False,18.452420344213547,28.876754598326922,-1.0,3.74,1.72,1.24
False,18.11747203392564,28.22599458893425,-1.0,3.08,1.58,1.42
False,18.424574766368792,28.099978534206414,14.64,3.16,1.6600000000000001,1.34
False,18.824154875587524,31.555108487203647,-1.0,9.14,1.84,1.6
False,17.38212048858325,25.905290280708705,3.2800000000000002,1.48,0.9,0.8
False,18.35296584021303,28.199460140949263,-1.0,1.6,1.46,1.2
False,18.50639443450203,28.52817957007948,2.56,1.74,1.6600000000000001,1.42
False,18.58474377020188,28.322906052555673,19.7,9.08,2.14,1.12
False,18.675851453964498,27.986823189729353,-1.0,2.6,1.8,1.34
False,18.786320748258976,28.299177198104566,2.94,1.6400000000000001,1.28,1.1400000000000001
False,18.348995042026853,27.53973854829328,2.7600000000000002,2.6,1.24,1.0
False,18.084829451512928,30.449012253681765,-1.0,2.38,1.98,1.48
False,17.908384036912246,26.94473837977137,3.2800000000000002,1.6600000000000001,1.5,1.1
False,18.06044151637834,27.100748444880747,3.42,2.08,1.4000000000000001,1.24
False,17.622417903026623,27.56749340471542,19.76,1.84,1.5,1.08
False,18.310344099941734,28.061556779768512,3.46,2.52,1.72,1.48
False,18.26646076613864,27.735393211909845,3.18,2.08,1.46,1.28
False,17.856523357047223,26.839577277823093,19.76,1.3,1.1,0.9400000000000001
False,17.93637571410062,29.1785539579076,-1.0,3.06,1.72,1.3
False,17.687969841156402,26.0287402315024,3.34,2.02,0.9400000000000001,0.7000000000000001
False,17.78302905151804,28.496738536519068,9.44,3.04,2.12,1.56
False,18.741957040437622,28.344425380809007,-1.0,2.7,1.36,1.1
False,17.977912950376748,27.973945004080868,-1.0,1.42,1.3,1.16
False,17.952554588918986,28.458745480383154,9.46,2.84,1.6,1.3
False,17.594756279200347,26.60436131593443,3.2800000000000002,1.26,1.22,0.96
False,18.238773528908222,30.08447904226321,-1.0,9.22,2.06,1.52
