0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.410423603543064619e-01,-1.389771879400203136e-01,1.104697338670352913e+00,-1.407083289762443234e+00,7.898988745674093703e-01,4.926875757078000295e-02,1.211452844428103415e+00,-4.806939869593293557e-01,1.002960609949261173e+00,3.058298124707481969e-01,1.001254147523581661e+00,1.905882649366645865e+00,9.467423831639624199e-01,-3.904722286674237042e-01,8.941898302924377040e-01,-1.273853896163930077e-01,1.159208754699863064e+00,-8.257215680368268362e-02
8.410423603543064619e-01,-1.389771879400203136e-01,1.104697338670352913e+00,-1.407083289762443234e+00,7.898988745674093703e-01,4.926875757078000295e-02,1.211452844428103415e+00,-4.806939869593293557e-01,1.002960609949261173e+00,3.058298124707481969e-01,1.001254147523581661e+00,1.905882649366645865e+00,9.467423831639624199e-01,-3.904722286674237042e-01,8.941898302924377040e-01,-1.273853896163930077e-01,1.159208754699863064e+00,-8.257215680368268362e-02
8.410423603543064619e-01,-1.389771879400203136e-01,1.104697338670352913e+00,-1.407083289762443234e+00,7.898988745674093703e-01,4.926875757078000295e-02,1.211452844428103415e+00,-4.806939869593293557e-01,1.002960609949261173e+00,3.058298124707481969e-01,1.001254147523581661e+00,1.905882649366645865e+00,9.467423831639624199e-01,-3.904722286674237042e-01,8.941898302924377040e-01,-1.273853896163930077e-01,1.159208754699863064e+00,-8.257215680368268362e-02
8.410423603543064619e-01,-1.389771879400203136e-01,1.104697338670352913e+00,-1.407083289762443234e+00,7.898988745674093703e-01,4.926875757078000295e-02,1.211452844428103415e+00,-4.806939869593293557e-01,1.002960609949261173e+00,3.058298124707481969e-01,1.001254147523581661e+00,1.905882649366645865e+00,9.467423831639624199e-01,-3.904722286674237042e-01,8.941898302924377040e-01,-1.273853896163930077e-01,1.159208754699863064e+00,-8.257215680368268362e-02
8.410423603543064619e-01,-1.389771879400203136e-01,1.104697338670352913e+00,-1.407083289762443234e+00,7.898988745674093703e-01,4.926875757078000295e-02,1.211452844428103415e+00,-4.806939869593293557e-01,1.002960609949261173e+00,3.058298124707481969e-01,1.001254147523581661e+00,1.905882649366645865e+00,9.467423831639624199e-01,-3.904722286674237042e-01,8.941898302924377040e-01,-1.273853896163930077e-01,1.159208754699863064e+00,-8.257215680368268362e-02
